Time,Open,High,Low,Close,Volume
2014.02.21 16:30:00,47845,47845,47665,47770,8396
2014.02.21 16:45:00,47765,47950,47720,47925,6342
2014.02.21 17:00:00,47930,47990,47815,47835,5428
2014.02.21 17:15:00,47835,47930,47825,47925,3445
2014.02.21 17:30:00,47920,47935,47805,47815,2819
2014.02.21 17:45:00,47815,47855,47780,47855,2461
2014.02.24 09:00:00,47755,47810,47675,47765,2485
2014.02.24 09:15:00,47765,47850,47765,47825,2984
2014.02.24 09:30:00,47815,47920,47735,47770,4308
2014.02.24 09:45:00,47770,47885,47740,47785,4444
2014.02.24 10:00:00,47780,47895,47700,47815,6136
2014.02.24 10:15:00,47815,48015,47810,47940,7745
2014.02.24 10:30:00,47950,47980,47800,47855,5972
2014.02.24 10:45:00,47855,47885,47755,47875,6272
2014.02.24 11:00:00,47885,47945,47645,47670,11536
2014.02.24 11:15:00,47675,47790,47610,47760,7873
2014.02.24 11:30:00,47765,47840,47680,47725,11131
2014.02.24 11:45:00,47730,47920,47705,47800,12854
2014.02.24 12:00:00,47800,47810,47405,47505,19791
2014.02.24 12:15:00,47510,47610,47450,47560,8292
2014.02.24 12:30:00,47560,47655,47545,47570,6427
2014.02.24 12:45:00,47575,47615,47495,47585,5899
2014.02.24 13:00:00,47590,47750,47560,47695,7530
2014.02.24 13:15:00,47695,47795,47695,47760,6502
2014.02.24 13:30:00,47765,47875,47740,47815,7533
2014.02.24 13:45:00,47815,47875,47760,47815,3830
2014.02.24 14:00:00,47820,47850,47750,47750,3837
2014.02.24 14:15:00,47750,47830,47730,47775,3350
2014.02.24 14:30:00,47775,48060,47770,47995,11618
2014.02.24 14:45:00,47995,48020,47915,47935,4506
2014.02.24 15:00:00,47935,47960,47835,47840,5381
2014.02.24 15:15:00,47845,47915,47800,47835,5291
2014.02.24 15:30:00,47835,47865,47700,47830,9128
2014.02.24 15:45:00,47830,47905,47810,47860,4189
2014.02.24 16:00:00,47865,48055,47830,47985,9317
2014.02.24 16:15:00,47980,48050,47905,47970,7663
2014.02.24 16:30:00,47970,47985,47910,47955,3448
2014.02.24 16:45:00,47950,48020,47805,47835,7913
2014.02.24 17:00:00,47830,47895,47705,47730,8067
2014.02.24 17:15:00,47730,47765,47645,47665,5839
2014.02.24 17:30:00,47665,47730,47620,47670,3339
2014.02.24 17:45:00,47675,47760,47590,47590,3171
2014.02.25 09:00:00,47460,47475,47350,47425,3537
2014.02.25 09:15:00,47435,47470,47375,47405,2328
2014.02.25 09:30:00,47425,47460,47350,47430,2592
2014.02.25 09:45:00,47430,47520,47410,47490,2699
2014.02.25 10:00:00,47500,47520,47405,47480,4052
2014.02.25 10:15:00,47480,47565,47455,47500,6565
2014.02.25 10:30:00,47500,47550,47410,47535,4853
2014.02.25 10:45:00,47530,47620,47495,47600,7168
2014.02.25 11:00:00,47605,47700,47545,47695,7860
2014.02.25 11:15:00,47695,47770,47630,47705,7624
2014.02.25 11:30:00,47705,47725,47440,47480,14606
2014.02.25 11:45:00,47475,47545,47375,47440,11968
2014.02.25 12:00:00,47440,47480,47260,47300,11640
2014.02.25 12:15:00,47310,47490,47305,47380,9218
2014.02.25 12:30:00,47380,47440,47335,47410,5868
2014.02.25 12:45:00,47420,47435,47285,47335,5873
2014.02.25 13:00:00,47340,47430,47310,47385,4953
2014.02.25 13:15:00,47395,47450,47330,47445,4445
2014.02.25 13:30:00,47440,47475,47310,47315,4188
2014.02.25 13:45:00,47315,47325,47070,47095,16252
2014.02.25 14:00:00,47100,47195,47075,47180,5028
2014.02.25 14:15:00,47185,47215,47085,47140,5162
2014.02.25 14:30:00,47130,47210,47130,47145,3335
2014.02.25 14:45:00,47140,47190,47120,47145,3066
2014.02.25 15:00:00,47145,47230,47105,47180,4415
2014.02.25 15:15:00,47175,47270,47155,47225,6012
2014.02.25 15:30:00,47220,47385,47210,47305,10001
2014.02.25 15:45:00,47300,47310,47225,47285,4462
2014.02.25 16:00:00,47285,47295,47000,47095,14374
2014.02.25 16:15:00,47100,47140,47070,47115,5601
2014.02.25 16:30:00,47105,47220,47060,47195,6986
2014.02.25 16:45:00,47195,47245,47135,47195,6754
2014.02.25 17:00:00,47190,47210,47080,47090,5882
2014.02.25 17:15:00,47095,47125,46985,47010,6631
2014.02.25 17:30:00,47005,47070,46990,47060,3164
2014.02.25 17:45:00,47050,47120,46995,47120,3095
2014.02.26 09:00:00,47220,47370,47200,47350,4521
2014.02.26 09:15:00,47360,47360,47270,47280,2280
2014.02.26 09:30:00,47280,47295,47190,47245,4090
2014.02.26 09:45:00,47250,47295,47230,47280,2237
2014.02.26 10:00:00,47280,47355,47170,47230,11415
2014.02.26 10:15:00,47225,47275,47095,47230,10072
2014.02.26 10:30:00,47230,47325,47205,47235,5114
2014.02.26 10:45:00,47235,47300,47200,47270,3212
2014.02.26 11:00:00,47265,47440,47260,47370,9972
2014.02.26 11:15:00,47375,47400,47240,47250,5927
2014.02.26 11:30:00,47255,47300,47140,47200,11583
2014.02.26 11:45:00,47200,47230,46800,46895,18288
2014.02.26 12:00:00,46895,47065,46870,47015,12048
2014.02.26 12:15:00,47015,47240,46980,47225,9915
2014.02.26 12:30:00,47230,47300,47125,47140,7733
2014.02.26 12:45:00,47135,47195,47055,47150,6319
2014.02.26 13:00:00,47145,47500,47145,47460,10357
2014.02.26 13:15:00,47465,47490,47365,47375,5505
2014.02.26 13:30:00,47375,47405,47310,47375,4062
2014.02.26 13:45:00,47375,47475,47350,47385,4627
2014.02.26 14:00:00,47390,47415,47325,47385,3656
2014.02.26 14:15:00,47385,47450,47320,47320,4900
2014.02.26 14:30:00,47325,47380,47250,47275,5998
2014.02.26 14:45:00,47280,47320,47205,47240,3913
2014.02.26 15:00:00,47235,47240,47100,47205,7965
2014.02.26 15:15:00,47205,47245,47125,47215,4492
2014.02.26 15:30:00,47215,47295,47150,47285,3996
2014.02.26 15:45:00,47290,47300,47125,47230,6360
2014.02.26 16:00:00,47230,47235,46965,47010,10009
2014.02.26 16:15:00,47010,47065,46885,46945,9442
2014.02.26 16:30:00,46945,47030,46855,47005,7990
2014.02.26 16:45:00,47005,47040,46945,47015,3749
2014.02.26 17:00:00,47015,47055,46925,47000,4883
2014.02.26 17:15:00,47000,47025,46950,46955,4109
2014.02.26 17:30:00,46955,47005,46950,46965,3205
2014.02.26 17:45:00,46965,47140,46960,47140,2693
2014.02.27 09:00:00,47095,47420,47020,47320,8828
2014.02.27 09:15:00,47320,47370,47280,47315,3481
2014.02.27 09:30:00,47305,47410,47270,47370,4374
2014.02.27 09:45:00,47375,47440,47350,47400,3440
2014.02.27 10:00:00,47395,47530,47360,47475,7394
2014.02.27 10:15:00,47480,47505,47385,47440,4641
2014.02.27 10:30:00,47445,47555,47370,47525,7671
2014.02.27 10:45:00,47525,47585,47495,47560,5784
2014.02.27 11:00:00,47555,47695,47550,47575,7024
2014.02.27 11:15:00,47570,47580,47450,47480,5560
2014.02.27 11:30:00,47475,47605,47415,47425,11579
2014.02.27 11:45:00,47430,47520,47375,47505,9657
2014.02.27 12:00:00,47510,47520,47380,47435,7138
2014.02.27 12:15:00,47445,47575,47415,47515,6316
2014.02.27 12:30:00,47510,47765,47465,47730,11030
2014.02.27 12:45:00,47725,47810,47665,47745,8772
2014.02.27 13:00:00,47745,48035,47740,48010,15618
