Time,Open,High,Low,Close,Volume
2014.05.03,430.04,434.99,424.54,426.38,6660
2014.05.04,426.28,431.46,421.77,424.31,7166
2014.05.05,424.31,428,411.39,419.82,9574
2014.05.06,419.83,437,416.5,432.22,7311
2014.05.07,432.22,436,426.89,428.01,6997
2014.05.08,428,444,426.61,438.11,5920
2014.05.09,438.11,445.9,438,439.9,6046
2014.05.10,439.87,445.96,426.76,430,6311
2014.05.11,430,437.03,428.01,432.7,5799
2014.05.12,432.7,438,430.8,432.83,5119
2014.05.13,432.83,439.1,432.4,438,3666
2014.05.14,438,441.9,433.6,438.21,4401
2014.05.15,438.21,441,435.49,440.85,5313
2014.05.16,440.75,441,437.94,440.83,3333
2014.05.17,440.83,440.99,438.72,439.8,4303
2014.05.18,439.8,441.8,435.3,439.02,3921
2014.05.19,439.04,486.37,436.5,474.39,10188
2014.05.20,474.39,488,471,478.28,6412
2014.05.21,478.28,515.07,476.99,514,8370
2014.05.22,514,539.6,508.11,517.52,12116
2014.05.23,517.05,519.6,503,517.5,8022
2014.05.24,519,569.99,512.81,565.4,12489
2014.05.25,565.23,591,558,574.9,9388
2014.05.26,573.5,586,541.1,563.15,11743
2014.05.27,563.15,569.21,549,554.5,7614
2014.05.28,554.5,564.88,543.1,555,6182
2014.05.29,555,607.03,552.87,602,10018
2014.05.30,602,614,583.6,608,9259
2014.05.31,608,667.53,607.92,640.98,13615
2014.06.01,640.98,651.49,602,638.11,13221
2014.06.02,638.11,667,635.38,657.36,12525
2014.06.03,657.36,659.69,605,636.8,11269
2014.06.04,636.8,656.27,625.1,645.57,8200
2014.06.05,647.18,650,635.33,637.01,6130
2014.06.06,638,646,627.59,641,5240
2014.06.07,641.1,649.99,640.5,643,4216
2014.06.08,643,648.1,631.6,635.62,6063
2014.06.09,635.62,648,633,642.3,4653
2014.06.10,642.3,648.89,627.99,632.4,6270
2014.06.11,633,633,586.68,591,8456
2014.06.12,588.98,611.5,560,588.88,13863
2014.06.13,588.88,598.49,546.33,562,9016
2014.06.14,562,577.95,552.78,572,7798
2014.06.15,572,603,568.93,587,10180
2014.06.16,587.15,604.1,583.42,603.8,6880
2014.06.17,603.99,609.99,594.99,596.6,6552
2014.06.18,596.12,604.49,589.91,595,5526
2014.06.19,593.7,596,578.97,584.04,6395
2014.06.20,583.54,590.59,575.47,586.78,5448
2014.06.21,586.78,597.79,585.3,591.33,3925
2014.06.22,591.33,596,578,582.6,5387
2014.06.23,582.6,585.84,576.35,582.1,3858
2014.06.24,581.81,582.59,556,564,8387
2014.06.25,564,569.4,555.99,566.97,5310
2014.06.26,566.97,588.99,566,581.42,6466
2014.06.27,581.42,604.8,579.1,591.46,5272
2014.06.28,591.46,595.48,585,590.29,3382
2014.06.29,590.04,646.9,588.18,642,10537
2014.06.30,640.71,654.1,629.31,635.7,9443
2014.07.01,635.7,647.8,625,638.57,11006
2014.07.02,638.57,643.71,629,632.99,7011
2014.07.03,632.99,639.6,622.46,626.5,6380
2014.07.04,626.5,629,621.11,625.5,7653
2014.07.05,625.5,636,623.5,630.33,4668
2014.07.06,631.16,633,610.01,617.71,8423
2014.07.07,617.74,621,611.62,618.5,5976
2014.07.08,618.51,619.7,611.79,616.32,5098
2014.07.09,616.37,618.9,603.7,610.63,6213
2014.07.10,610.63,625,606.69,623,4230
2014.07.11,623,629.01,618.61,624,5140
2014.07.12,622.65,627.91,619,621.08,4509
2014.07.13,621.08,623.47,611,617.9,4592
2014.07.14,617.9,619.13,614.93,615.6,3778
2014.07.15,616.5,618.08,609.79,613,3911
2014.07.16,614.3,623,606.1,615,5020
2014.07.17,615,620.5,611.19,618.23,3094
2014.07.18,618.23,621.99,616.46,617.66,2416
2014.07.19,618.27,619.8,612.1,612.52,3058
2014.07.20,612.52,616.15,611.46,614.62,3681
2014.07.21,614.62,616.39,611.5,613.16,3829
2014.07.22,613.11,615.85,609.02,611,2727
2014.07.23,611.04,613.33,578.59,586.1,6163
2014.07.24,591.45,602.22,585,594.89,6796
2014.07.25,594.89,596.68,584.58,587.53,6221
2014.07.26,588,594.5,582.38,585.76,3719
2014.07.27,585.76,586.5,562.99,581.97,7782
2014.07.28,581.66,583,572.5,577.7,5869
2014.07.29,577.7,579.88,555.16,558.99,6419
2014.07.30,559.17,584.79,555,577.58,8872
2014.07.31,577.58,597.99,575.22,591.1,4847
2014.08.01,591.1,592.79,576.21,582.82,6022
2014.08.02,582.82,585.4,572.56,581,3855
2014.08.03,580,588.5,576.01,581.86,4400
2014.08.04,581.86,582.98,574.76,579,6139
2014.08.05,578.41,584.16,572.4,576.8,4056
2014.08.06,576.5,588.99,575.15,585.97,4407
2014.08.07,585.97,594.99,583.01,589.8,4505
2014.08.08,589.7,591,580.43,584,4215
2014.08.09,582,589.7,580.5,584.01,3419
2014.08.10,584.01,587.71,572.1,574.02,4745
2014.08.11,572.93,580,560.94,566.63,8771
2014.08.12,566.63,570,523,535.1,12194
2014.08.13,535.1,539.63,491.31,507.5,13559
2014.08.14,507.5,517,483.49,488.88,10970
2014.08.15,488.4,513.49,480,511.91,9767
2014.08.16,511.91,518.99,480.15,480.15,10483
2014.08.17,480.15,497,334,430.2,18482
2014.08.18,430.2,486,427.13,473.96,15318
2014.08.19,473.96,518.12,455.57,500,13449
2014.08.20,500,528.92,495.15,511.81,13449
2014.08.21,511.81,520.42,491.11,512.02,10978
2014.08.22,512.02,514,483.04,485.1,7717
2014.08.23,485.32,511.01,485,504.28,8465
2014.08.24,504.28,507.99,492.85,501.21,7193
2014.08.25,501.21,514.36,496.31,507.95,6773
2014.08.26,507.94,517.85,505,509.97,7253
2014.08.27,509.97,512.22,498.07,503.63,5906
2014.08.28,503.63,507.26,495.6,504.29,5291
2014.08.29,504.36,506.13,496,498.19,4288
2014.08.30,498.19,499.25,472.2,476.88,13715
2014.08.31,476.88,488,469.47,480,7450
2014.09.01,478.5,481.87,465.64,475.52,7150
2014.09.02,475.52,475.99,469.41,472,4151
2014.09.03,471.42,493.62,467.9,487.81,4989
2014.09.04,487.81,489.9,477.3,480.3,5507
2014.09.05,477.23,483,475.51,481.31,3016
2014.09.06,481.3,484.76,475.53,476.01,3288
2014.09.07,476.01,479.99,460.67,470.63,8582
2014.09.08,470.19,473.5,461.36,470.09,5614
2014.09.09,470.14,483,459.7,474.76,5489
2014.09.10,474.76,478.7,467,469.1,5076
2014.09.11,470,473.9,464.93,469.3,4780
2014.09.12,469.3,474.2,466,471.46,4485
2014.09.13,471.46,472.98,464.96,469.62,3446
2014.09.14,469.62,470,464.89,466.83,5001
2014.09.15,466.83,468.91,455.11,456.13,7549
2014.09.16,455.81,459.06,434.18,437.12,8850
2014.09.17,437.47,449,391.11,399,14854
2014.09.18,399,426.05,371.12,385.62,15361
2014.09.19,385.62,414,377.46,395.91,11539
2014.09.20,396.08,402.84,373.74,380.69,11819
2014.09.21,380.69,398.98,377.39,388.23,7714
2014.09.22,387.29,446.04,381,436.6,11355
2014.09.23,437.5,439.17,410,415.93,9304
2014.09.24,415.93,416.54,396.22,400,8230
2014.09.25,400,412.16,388.64,395.34,6526
2014.09.26,395.03,397.82,387.03,388.99,3902
2014.09.27,388.92,394.66,370.3,373.83,6659
2014.09.28,374.04,385.43,361.12,371.86,10301
2014.09.29,371.86,388.95,364.07,382,7613
2014.09.30,381.9,385,372.1,373.63,6021
2014.10.01,373.34,378.64,363.82,367.31,4776
2014.10.02,367.39,369.04,342,343.22,6978
2014.10.03,343.01,352.92,308.6,315.17,11632
2014.10.04,315.82,335.05,285.01,304.69,14512
2014.10.05,304.76,342.99,295.46,329.71,16114
2014.10.06,329.72,337.71,313.1,324.64,11539
2014.10.07,324.64,346.83,322.5,344.49,8964
2014.10.08,344.67,381.75,343.03,362.99,12678
2014.10.09,362.58,370.78,346.65,350.93,10738
2014.10.10,351.06,363.5,345.32,356.3,7154
2014.10.11,356.97,374,348.3,366.73,7015
2014.10.12,367.07,384.88,362.1,382.9,10666
2014.10.13,382.93,408.2,380.83,398,11425
2014.10.14,398,400.76,380.2,386.97,8035
2014.10.15,387,391.5,362.78,373.41,9054
2014.10.16,373.41,381.74,367.76,377.65,6219
2014.10.17,377.6,388.88,374,386.01,5371
2014.10.18,386.01,388.25,379.5,383.1,4960
2014.10.19,383.1,385.74,372.5,377.16,6334
2014.10.20,377.16,385.5,373.41,379.98,5908
2014.10.21,379.98,382.99,375,377,5543
2014.10.22,377,379,355,356.86,7533
2014.10.23,356.86,359.99,349.11,350.85,7291
2014.10.24,350.85,355,337.82,347.9,7250
2014.10.25,347.9,358.46,344,350.5,5542
2014.10.26,350.51,354.93,342.2,349.42,7216
2014.10.27,349.33,355.88,346,350.4,4900
2014.10.28,350.5,351.8,335.55,336.24,5810
2014.10.29,335.66,352,327.96,345.97,7800
2014.10.30,345.97,349.6,332,337,6312
2014.10.31,337,337.99,319.14,320.85,7995
2014.11.01,320.68,328.5,319.1,324.42,5906
2014.11.02,324.46,335,320.81,322.87,7715
2014.11.03,322.87,328.12,319.17,323.86,6242
2014.11.04,323.86,339,322.9,336.9,6117
2014.11.05,337.09,348.35,332.7,345.83,5968
2014.11.06,345.81,350.02,337.01,339.61,6349
2014.11.07,339.61,344.55,337.31,341.19,4625
2014.11.08,341.19,358.7,340.12,356.12,5958
2014.11.09,356.12,374.6,354.42,366.6,8396
2014.11.10,366.6,372.67,358,363,6615
2014.11.11,363,429,360.96,418.9,13538
2014.11.12,418.9,454,385.1,400.01,18243
2014.11.13,400,421,377.98,391.1,13972
2014.11.14,391.19,403.01,365.16,376.45,10047
2014.11.15,376.5,388.51,369.34,380.55,8347
2014.11.16,380.55,405.94,373.03,379.9,10657
2014.11.17,379.9,388.58,367.43,373.19,9079
2014.11.18,373.19,386.34,368,372.8,8198
2014.11.19,372.8,377.92,353.11,354.39,7405
2014.11.20,354.38,357.52,339.67,348.1,9001
2014.11.21,348.1,362.13,345.15,354.1,7042
2014.11.22,354.1,366.48,348.42,366.15,6044
2014.11.23,365.81,385.82,361.64,376,8753
2014.11.24,376.88,389,367.89,371,8959
2014.11.25,371,374.8,362,363.78,7047
2014.11.26,363.78,370,361.05,366.19,6368
2014.11.27,365.58,380.92,354,377.3,6469
2014.11.28,376.01,385.76,369.5,371.35,7207
2014.11.29,371.56,378,370.15,373.34,4314
2014.11.30,373.99,382.31,372,377.32,5590
2014.12.01,377.64,381.92,372.87,373.98,4894
2014.12.02,374,378.85,367.99,370.63,5896
2014.12.03,370.63,373.99,362.56,364.6,4460
2014.12.04,364.6,372.9,360.44,370.87,4728
2014.12.05,370.87,372.35,364.05,368.14,3383
2014.12.06,368.24,371,365.62,368.26,3349
2014.12.07,368.73,369,357.15,359,4914
2014.12.08,358.93,360,337.39,346.07,8321
2014.12.09,346.07,348,341.52,342.13,5180
2014.12.10,340.75,356,332.51,341.74,8003
2014.12.11,341.74,349.56,339.88,347.25,5379
2014.12.12,347.25,347.5,340.03,341.83,4379
2014.12.13,341.69,346.94,336.95,344.35,3989
2014.12.14,344.35,344.89,335.18,336.1,6876
2014.12.15,335.48,340,320.05,321.11,8360
2014.12.16,321.11,328.5,312.8,318.88,9207
2014.12.17,318.5,323.14,304.06,311.26,10669
2014.12.18,311.26,317.5,304.98,313.97,6440
2014.12.19,313.96,330,310.91,325.12,7731
2014.12.20,324.88,328.5,314.17,316.78,8273
2014.12.21,315.94,332.03,314.95,328.17,6998
2014.12.22,328.17,334.47,326.1,330,6048
2014.12.23,329.98,330.91,317.82,317.98,4772
2014.12.24,318,320.96,315.39,317.3,5185
2014.12.25,317.3,328.7,314.7,326.15,5559
2014.12.26,326.5,326.62,308,312.03,6037
2014.12.27,312.03,316.43,307.06,311.71,6079
2014.12.28,311.78,317,310.1,311,6442
2014.12.29,311.02,313.79,307.5,309.7,5735
2014.12.30,309.66,315,307.43,313.5,5257
2014.12.31,313.5,318.11,312.25,312.25,3438
2015.01.01,312.25,315.39,310.97,312.72,3813
2015.01.02,312.72,313.5,285.6,289.84,10676
2015.01.03,289.68,293.55,260,266.23,14678
2015.01.04,266.22,279.5,262,268.32,10726
2015.01.05,268.55,285.58,268.55,284.52,8361
2015.01.06,284.52,301.02,281.27,291.89,8599
2015.01.07,291.89,294.89,282.49,288,7965
2015.01.08,288,291.5,278.28,287.91,6834
2015.01.09,286.34,286.34,268.85,271.99,10178
2015.01.10,271.99,278.27,260.17,263.14,9775
2015.01.11,263.14,269.5,258.21,265.26,11322
2015.01.12,265.24,266.92,221.58,231,17508
2015.01.13,230.79,231.94,168.96,174.59,27812
2015.01.14,174.59,226.01,162.68,201.37,26788
2015.01.15,201.37,219.77,196,204.88,18810
2015.01.16,204.88,211.5,193.94,197.1,13186
2015.01.17,197.1,217.01,192.57,204,14079
2015.01.18,204,215.1,203.85,211.92,11632
2015.01.19,212.44,212.44,203.58,207.97,8508
2015.01.20,207.97,223.46,207.42,222.5,8564
2015.01.21,222.86,233.87,219.06,227.5,12537
2015.01.22,227.5,230.51,221.01,229.87,7668
2015.01.23,229.87,247.22,225.8,238.37,11586
2015.01.24,238.37,253.88,238.33,246.99,13470
2015.01.25,246.99,303.3,246.03,264.79,23192
2015.01.26,264.08,267,241.09,252,15805
2015.01.27,252.02,255.37,214.3,219.11,12745
2015.01.28,219.34,233.53,212.2,227.04,14301
2015.01.29,227.04,235,218.85,221.21,10713
2015.01.30,221.21,227.09,216.7,218.75,9186
2015.01.31,218.73,226.71,208,225.28,12717
2015.02.01,225.12,226.85,218.27,221.68,10530
2015.02.02,221.72,240.44,220.68,222.56,15769
2015.02.03,222.56,227.26,218,223.25,9990
2015.02.04,222.67,225,212.11,215.66,7334
2015.02.05,215.63,223,213.23,219.63,7744
2015.02.06,219.63,225.91,217,224.01,7710
2015.02.07,224.03,226.8,218,220.63,4948
2015.02.08,220.45,222.3,213.99,220.99,6887
2015.02.09,220.89,221.28,213.19,217.46,7260
2015.02.10,216.75,220.97,214.86,215.38,4649
2015.02.11,215.3,218.5,214.39,218.05,3306
2015.02.12,218.05,235.95,216.61,231.02,9472
2015.02.13,231.02,255.01,230.1,252,9684
2015.02.14,252,265.01,221.75,229.39,13515
2015.02.15,229,237.37,224.43,232.98,10199
2015.02.16,232.98,243,229.87,237.65,8507
2015.02.17,237.53,241.47,228.33,230.06,6991
2015.02.18,230.09,238.98,230,236.1,5941
2015.02.19,236.1,241.42,231.87,237.79,8478
2015.02.20,237.79,238.99,235.9,237.4,4515
2015.02.21,237.68,238.95,226.24,229.23,5790
2015.02.22,229.12,233.95,224.98,233.23,6702
2015.02.23,233.23,233.99,227.78,231.89,5836
2015.02.24,232.1,232.81,228.9,231,4493
2015.02.25,231.01,232.14,228.12,230.6,4571
2015.02.26,230.54,252.2,230.54,249.04,9988
2015.02.27,249.04,249.82,243.68,247.55,5601
2015.02.28,247.55,254.16,238,252.08,5956
2015.03.01,252.2,268.52,247.93,266.34,10455
2015.03.02,266.4,283,262.08,279.52,10194
2015.03.03,279.52,280.45,261.5,265,9494
2015.03.04,265,276.03,259,273,13450
2015.03.05,273.49,275.31,266.22,270.63,6922
2015.03.06,270.5,275,267.02,272.2,5222
2015.03.07,272.2,276.02,270.18,271.66,3910
2015.03.08,271.66,289.9,270.31,286.73,7805
2015.03.09,286.73,299,284.47,290.93,9111
2015.03.10,290.93,294.49,285.65,291.93,7650
2015.03.11,292,295,290.12,292,4778
2015.03.12,292,292.61,285,285.8,5555
2015.03.13,285.8,287.09,274.2,275.55,9893
2015.03.14,275.33,281.8,274.82,280.73,5665
2015.03.15,280.73,290.96,279.4,287.5,6847
2015.03.16,286.8,289.3,281.58,283.97,4676
2015.03.17,284.03,284.03,255.04,256,9736
2015.03.18,256,260,243,252.7,12321
2015.03.19,252.91,260.9,252.7,256.61,7240
2015.03.20,256.61,263.5,251.98,257.24,6361
2015.03.21,257.36,268.5,256.24,266,4321
2015.03.22,266.08,269.7,257.15,262.92,6771
2015.03.23,264.67,265.37,238.59,242.91,78581
2015.03.24,242.92,248.01,231.82,244.91,81998
2015.03.25,244.8,254.22,242.29,247.41,82326
2015.03.26,247.76,248.6,242.33,245.52,63277
2015.03.27,245.84,254.6,245.84,252.13,12101
2015.03.28,252.16,252.33,238.74,241.66,18908
2015.03.29,242.12,248.18,236.88,246.32,14612
2015.03.30,245.89,247.58,241.08,242.82,21946
2015.03.31,242.82,248,238.77,246.81,29052
2015.04.01,246.81,253.95,245.14,252.36,32880
2015.04.02,252.36,256.29,251.25,253.52,29830
2015.04.03,253.47,254.42,249.67,253.1,25236
2015.04.04,253.12,260.62,250.69,260.03,22117
2015.04.05,260.02,260.84,253.14,254.41,24381
2015.04.06,254.29,255.61,251.44,253.2,31473
2015.04.07,253.2,253.64,239.47,242.41,31709
2015.04.08,242.39,243.85,235.08,241.74,29000
2015.04.09,241.74,242.18,230.15,234.42,30891
2015.04.10,234.42,239.66,232.5,234.58,18173
2015.04.11,234.56,235.51,231.46,234.2,14920
2015.04.12,233.68,234.81,218.99,222.62,3166
2015.04.13,222.52,224.85,215.08,218.26,3836
2015.04.14,218.29,224.83,217.91,224.29,2158
2015.04.15,224.3,227.56,223.9,225.5,578
2015.04.16,222.26,226.25,220.99,222.07,1139
2015.04.17,222.26,224.23,220.16,222.51,2123
2015.04.18,222.64,225.95,220.98,220.99,1915
2015.04.19,220.97,225.38,220.56,223.69,24283
2015.04.20,223.7,235.42,223.09,234.57,25437
2015.04.21,234.57,238.67,233.2,235.01,23096
2015.04.22,235.01,237.2,233.4,236.01,23422
2015.04.23,236.02,236.37,230.21,231.09,18286
2015.04.24,231.09,232.72,227.92,227.92,771
2015.04.25,217.92,218.77,211.46,217.79,13238
2015.04.26,217.79,228.75,216,225.47,26633
2015.04.27,225.47,226.23,220.91,223.57,24661
2015.04.28,223.56,225.72,221.43,223.72,20720
2015.04.29,223.72,236.36,222.56,232.91,26204
2015.04.30,232.91,237.29,229.52,229.95,23429
2015.05.01,229.89,233.69,229.89,232.41,17422
2015.05.02,232.42,242.39,231.74,238.9,18439
2015.05.03,238.9,241.45,234.43,236.84,24991
2015.05.04,236.85,237.6,230.74,234.91,23948
2015.05.05,234.91,235.43,227.68,228.53,25785
2015.05.06,228.53,238.88,226.47,236.8,24064
2015.05.07,236.77,246.12,234.67,242.9,23793
2015.05.08,242.89,247.91,237.77,240.52,19982
2015.05.09,240.53,243.49,237.25,239.04,17689
2015.05.10,239.04,244.05,238.43,241.68,22955
2015.05.11,241.69,242.86,238.29,241.22,21460
2015.05.12,241.26,243.91,232.74,234.63,17603
2015.05.13,234.65,236.96,231.48,235.86,17615
2015.05.14,235.86,237.62,234.19,236.39,21298
2015.05.15,236.39,236.53,233.35,234.8,11341
2015.05.16,234.8,237.17,234.69,235.68,9487
2015.05.17,235.68,236.14,233.1,233.11,12301
2015.05.18,233.11,234.19,231.64,232.1,11490
2015.05.19,232.1,234.74,231.73,233.8,14588
2015.05.20,233.8,235.99,233.67,235.31,14801
2015.05.21,235.31,241.31,235.22,240.27,17353
2015.05.22,240.32,241.97,239.06,239.12,11650
2015.05.23,239.12,242.79,239.12,241.68,9341
2015.05.24,241.67,241.77,237.17,237.85,13150
2015.05.25,237.84,238.99,236.32,238.08,14795
2015.05.26,238.09,240.36,237.25,238.14,15494
2015.05.27,238.14,239.1,237.12,238.46,16242
2015.05.28,238.42,238.42,234.68,237.64,13314
2015.05.29,237.64,237.69,232.03,233.39,11968
2015.05.30,233.42,233.68,229.92,230.43,11689
2015.05.31,230.44,232.15,221.44,223.36,23987
2015.06.01,223.36,227.68,222.52,226.38,16396
2015.06.02,226.38,227.98,223.09,226.27,20005
2015.06.03,226.28,226.68,224.16,224.66,15654
2015.06.04,224.65,225.5,222.91,224.51,15751
2015.06.05,224.52,225.47,223.27,224.38,8090
2015.06.06,224.39,225.17,220.37,221.52,11494
2015.06.07,221.52,228.66,221.25,227.44,23523
2015.06.08,227.44,229.42,226.54,227.8,20849
2015.06.09,227.8,228.4,226.01,227.5,15555
2015.06.10,227.49,229.08,227.35,228.58,17140
2015.06.11,228.62,230.02,227.98,228.85,14231
2015.06.12,228.85,231.78,227.85,231.2,13818
2015.06.13,231.2,234.61,230.54,232.87,13417
2015.06.14,232.86,238.32,232.67,236.8,14281
2015.06.15,236.8,257.01,235.94,254.75,14838
2015.06.16,254.75,263.19,249.06,253.52,21933
2015.06.17,253.47,255.79,246.49,251.27,18152
2015.06.18,251.41,253.5,241.86,244.08,20942
2015.06.19,244.09,246.67,239.18,245.03,19557
2015.06.20,245.04,246.07,240.74,243.68,17532
2015.06.21,243.68,248.89,243.5,247.66,20601
2015.06.22,247.67,248.02,242.78,244.41,21498
2015.06.23,244.41,244.55,239.71,239.72,15552
2015.06.24,239.73,243.44,239.16,242.6,14361
2015.06.25,242.59,242.7,239.68,242.03,12158
2015.06.26,242.03,253.26,241.95,251.92,16706
2015.06.27,251.92,252.22,246.1,248.12,13701
2015.06.28,248.13,257.93,247.81,257.31,24927
2015.06.29,257.32,268.07,255.69,262.77,27758
2015.06.30,262.88,264.46,253.08,257.3,26279
2015.07.01,257.3,261.61,251.48,252.72,16164
2015.07.02,252.72,255.06,250.12,253.59,15945
2015.07.03,253.6,259.53,250.86,258.53,11981
2015.07.04,258.6,273.93,254.89,271.63,17651
2015.07.05,271.62,279.59,266.63,270.65,18029
2015.07.06,270.65,272.25,263,265.41,18141
2015.07.07,265.42,276.93,262.94,271.99,20361
2015.07.08,271.98,275.1,266.51,270.9,18682
2015.07.09,270.79,348.76,270.21,285.81,19764
2015.07.10,285.79,308.3,283.37,300.25,16148
2015.07.11,301.65,317.77,301.07,315.85,13191
2015.07.12,315.85,316.02,279.16,291.61,26706
2015.07.13,291.6,298.31,285.61,286.76,16147
2015.07.14,286.76,293.26,281.83,283.35,19715
2015.07.15,283.78,288.67,268.93,273.83,23904
2015.07.16,273.83,277.87,266.83,276.71,17492
2015.07.17,276.71,279.85,271.8,272.95,13858
2015.07.18,272.96,275.44,269.55,269.87,11568
2015.07.19,269.87,277.32,268.65,277.23,14243
2015.07.20,277.23,278.88,273.4,273.5,13684
2015.07.21,273.41,275.72,271.26,275.14,12031
2015.07.22,275.14,276.19,272.88,273.67,14601
2015.07.23,273.66,286.78,272.42,285.34,18940
2015.07.24,285.36,288.66,282,286.53,12494
2015.07.25,286.34,290.81,284.18,289.92,11599
2015.07.26,289.93,293.41,283.54,291.45,23855
2015.07.27,291.45,296.13,291.27,292.8,18245
2015.07.28,292.81,293.25,285.05,286.48,14188
2015.07.29,286.47,288.1,283.07,285.66,14002
2015.07.30,285.64,288.07,278.9,282.49,16099
2015.07.31,282.72,282.73,273.81,276.13,12880
2015.08.01,276.13,279.56,272.86,278.95,12062
2015.08.02,278.95,282.43,275.88,278.63,13548
2015.08.03,278.64,284.44,278.63,283.05,15555
2015.08.04,283,284.13,279.77,280.97,13052
2015.08.05,280.97,281.02,276.39,277.66,14726
2015.08.06,277.66,279.78,274.62,279.67,12913
2015.08.07,279.72,280.16,256.84,258.33,13696
2015.08.08,258.35,264.61,257.09,261.99,15647
2015.08.09,261.99,265.89,259.05,262.41,16295
2015.08.10,262.41,263.87,257.84,263.62,56428
2015.08.11,263.6,263.84,255.52,259.17,65492
2015.08.12,259.17,260.81,256.34,259.12,49565
2015.08.13,259.14,263.16,255.89,260.28,21509
2015.08.14,260.28,262.43,256.14,257.58,8867
2015.08.15,257.57,258.41,252.28,254.89,13139
2015.08.16,254.89,257.02,252.97,254.4,28815
2015.08.17,254.41,255.29,222.13,227.37,28832
2015.08.18,227.1,235.64,220.44,226.82,32598
2015.08.19,226.83,237.07,226.46,232.63,34534
2015.08.20,232.63,235.36,229.65,230.25,28128
2015.08.21,230.25,233.71,218.1,227.89,19023
2015.08.22,227.89,231.39,222.1,225.5,17093
2015.08.23,225.56,225.57,207.94,208.87,43938
2015.08.24,208.88,221.65,195.45,216.92,46004
2015.08.25,216.92,227.84,215.82,222.08,41559
2015.08.26,222.14,225.18,219.29,221.06,39643
2015.08.27,221.06,232.04,217.42,228.74,29071
2015.08.28,228.74,230.46,223.49,226.76,17319
2015.08.29,226.76,229.14,222.14,226.03,18454
2015.08.30,226.13,229.14,221.75,227.16,28242
2015.08.31,227.17,228.65,223.74,225.88,35008
2015.09.01,225.85,227.14,222.95,225.45,33876
2015.09.02,225.44,225.53,222.25,223.54,29455
2015.09.03,223.54,228.91,223.54,226.87,21854
2015.09.04,226.87,234.06,225.36,230.72,7853
2015.09.05,230.67,240.44,230.43,236.35,15671
2015.09.06,236.36,238.8,235.23,236.52,29375
2015.09.07,236.47,243.24,236.05,239.73,39479
2015.09.08,239.72,242.12,234.36,235.71,31698
2015.09.09,235.71,240.19,232.98,238.93,70111
2015.09.10,238.93,242.01,238.78,240.08,27302
2015.09.11,240.08,240.65,234.15,234.73,9967
2015.09.12,234.74,235.34,228.31,230.3,15679
2015.09.13,230.31,232.78,227.63,230.51,33550
2015.09.14,230.5,231.96,229.77,230.51,20371
2015.09.15,230.51,232.28,227.9,230.74,18536
2015.09.16,230.75,234.58,229.41,233.53,16295
2015.09.17,233.54,234.9,231.65,233.06,18078
2015.09.18,233.1,234.04,231.91,232.41,7230
2015.09.19,232.41,233.07,231.62,231.85,14130
2015.09.20,231.78,232.13,226.1,226.89,18464
2015.09.21,226.82,234.82,225.68,232.06,25681
2015.09.22,231.94,233.35,230.72,231.82,32841
2015.09.23,231.83,237.17,231.56,235.75,26923
2015.09.24,235.74,239.82,234.53,237.21,19329
2015.09.25,237.23,238.14,235.25,236.47,10064
2015.09.26,236.47,236.93,235.42,235.95,10222
2015.09.27,235.95,246.05,235.41,245.36,22534
2015.09.28,245.36,246.95,241.25,241.58,29904
2015.09.29,241.59,242.85,239.26,239.7,32956
2015.09.30,239.7,241.72,239.54,240.66,42135
2015.10.01,240.66,241.59,240.21,240.98,25162
2015.10.02,240.97,243.32,240.56,242.88,8789
2015.10.03,242.89,243.5,241.9,242.03,7880
2015.10.04,242.04,245.25,241.24,244.71,29880
2015.10.05,244.71,252.11,244.47,251.05,21419
2015.10.06,251.04,251.97,247.37,247.84,19204
2015.10.07,247.83,249.73,245.95,246.43,21105
2015.10.08,246.43,248.09,245.58,247.93,17409
2015.10.09,247.93,248.88,246.62,247.88,8717
2015.10.10,247.87,250.78,247.84,250.11,12571
2015.10.11,250.04,252.12,249.26,249.85,22833
2015.10.12,249.85,254.5,247.45,254.28,22311
2015.10.13,254.27,259.14,253.07,256.52,29125
2015.10.14,256.51,261.07,256.38,258.96,33395
2015.10.15,258.96,273.6,258.81,271.79,40068
2015.10.16,271.79,288.04,271,282.76,24822
2015.10.17,282.78,284.66,267.43,271,19431
2015.10.18,270.99,274.52,268.32,271.5,34204
2015.10.19,271.47,275.85,271.03,274.93,33899
2015.10.20,274.94,277.37,269.26,271.62,30693
2015.10.21,271.6,278.66,271.01,277.41,28274
2015.10.22,277.41,281.49,276.04,279.66,23772
2015.10.23,279.67,286.47,279.67,286.47,16576
2015.10.24,286.5,302.29,286.44,289.14,23925
2015.10.25,289.14,292.83,286.85,291.38,30511
2015.10.26,291.5,299.37,290.98,297.45,28228
2015.10.27,297.6,312.27,297.26,311.1,34174
2015.10.28,311.1,329.57,309.44,328.48,37284
2015.10.29,328.62,364.02,327.29,350.58,41408
2015.10.30,350.96,357.43,335.42,342.24,17444
2015.10.31,342.23,349.13,335.57,348.74,16381
2015.11.01,348.74,375.58,345.94,369.96,32489
2015.11.02,369.96,435.17,367.53,427.12,35839
2015.11.03,427.11,523.77,425.72,460.48,32465
2015.11.04,458.68,484.87,397.9,411.41,34665
2015.11.05,411.41,412.43,362.09,388.2,43202
2015.11.06,388,407.55,385.49,399.74,26730
2015.11.07,399.73,404.81,382.27,386.86,22967
